EstablishmentID,InspectionID,Ins_TypeDesc,EstablishmentName,PlaceName,Address,Address2,City,State,Zip,TypeDescription,InspectionDate,score,Grade,NameSearch,Intersection,ObjectId
98505,1749114,REGULAR,MI SUENO RESTAURANT,,3425 BARDSTOWN RD,,LOUISVILLE,KY,40218,FOOD SERVICE,2023-04-18,70,C,MI SUENO RESTAURANT,,4803
118055,1748425,REGULAR,DAISUKI SUSHI,,1604 BARDSTOWN RD,,LOUISVILLE,KY,40205,FOOD SERVICE,2023-04-14,71,C,DAISUKI SUSHI,,10803
99781,1725518,REGULAR,HAPPY CHINA,,9128 TAYLORSVILLE RD,,LOUISVILLE,KY,40299,FOOD SERVICE,2022-12-22,72,C,HAPPY CHINA,,5049
115438,1725737,FOLLOWUP,EXPRESSWAY FOOD MART,,1420 W BROADWAY,,LOUISVILLE,KY,40203,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022-12-27,73,C,EXPRESSWAY FOOD MART,,9916
107689,1704587,REGULAR,BEST WESTERN,,4110 DIXIE HWY,,LOUISVILLE,KY,40216,FOOD SERVICE,2022-09-28,74,C,BEST WESTERN,,6908
92904,1681794,REGULAR,DIXIE CHICKEN,,3947 DIXIE HWY,,LOUISVILLE,KY,40216,FOOD SERVICE,2022-06-23,74,C,DIXIE CHICKEN,,4254
109770,1728219,REGULAR,MASHALLAH AFRICAN RESTAURANT,,4109 BARDSTOWN RD STE 104,,LOUISVILLE,KY,40218,FOOD SERVICE,2023-01-11,74,C,MASHALLAH AFRICAN RESTAURANT,,7665
35239,1738487,REGULAR,AL WATAN BAKERY,,3711 KLONDIKE LN,,LOUISVILLE,KY,40218,SUPERMARKET WITH PROCESSING,2023-02-28,74,,AL WATAN BAKERY,,814
89918,1742627,REGULAR,LA CHAPINLANDIA,,1209 MCCAWLEY RD,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023-03-20,75,C,LA CHAPINLANDIA,,3809
99182,1733025,REGULAR,LAS AMERICAS MEXICAN RESTAURANT,,3719 KLONDIKE LN,,LOUISVILLE,KY,40218,FOOD SERVICE,2023-02-01,75,C,LAS AMERICAS MEXICAN RESTAURANT,,5016
115792,1694417,REGULAR,KABUKI,,,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2022-08-15,75,C,KABUKI,,9889
112909,1703857,REGULAR,TAQUERIA LOS GORDITOS,,2017 BROWNSBORO RD STE B,,LOUISVILLE,KY,40206,FOOD SERVICE,2022-09-26,76,C,TAQUERIA LOS GORDITOS,,8491
107181,1739048,REGULAR,LA MORENA,,8659 PRESTON HWY,,LOUISVILLE,KY,40219,FOOD SERVICE,2023-03-02,76,C,LA MORENA,,6583
106862,1693288,REGULAR,TOWNEPLACE SUITES,,6601 PARAMOUNT PARK DR,,LOUISVILLE,KY,40213,FOOD SERVICE,2022-08-10,77,C,TOWNEPLACE SUITES,,6619
107692,1751561,REGULAR,FAMILY TIES,,1030 CECIL AVE,,LOUISVILLE,KY,40211,FOOD SERVICE,2023-04-27,78,C,FAMILY TIES,,7127
111785,1713527,REGULAR,I LOVE TACOS,,1534 BARDSTOWN RD,,LOUISVILLE,KY,40205,FOOD SERVICE,2022-10-31,78,C,I LOVE TACOS,,8060
116087,1694004,REGULAR,22ND FOOD MART,,2200 W MARKET ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022-08-12,78,C,22ND FOOD MART,,9633
115438,1722492,REGULAR,EXPRESSWAY FOOD MART,,1420 W BROADWAY,,LOUISVILLE,KY,40203,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022-12-08,78,C,EXPRESSWAY FOOD MART,,9932
109775,1743947,REGULAR,DALAT'S GATEAUX & CAFE,,6915 SOUTHSIDE DR,,LOUISVILLE,KY,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023-03-24,79,C,DALAT'S GATEAUX & CAFE,,7736
116509,1743414,REGULAR,THOMAS DELI,,2720 DUNCAN ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023-03-22,80,C,THOMAS DELI,,10366
115258,1757107,REGULAR,THE LITTLE STORE & MORE,,1121 BARDSTOWN RD RR #2,,LOUISVILLE,KY,40204,FOOD SERVICE,2023-05-19,80,C,THE LITTLE STORE & MORE,,9400
114794,1717770,REGULAR,MRS NICEY'S AUTHENTIC BBQ FOOD MART,,2831 W MARKET ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022-11-16,80,C,MRS NICEY'S AUTHENTIC BBQ FOOD MART,,9399
98505,1707689,REGULAR,MI SUENO RESTAURANT,,3425 BARDSTOWN RD,,LOUISVILLE,KY,40218,FOOD SERVICE,2022-10-10,80,C,MI SUENO RESTAURANT,,5199
107585,1676582,REGULAR,WENDYS,,3610 BUECHEL BYPASS,,LOUISVILLE,KY,40218,FOOD SERVICE,2022-06-02,81,C,WENDYS,,6479
115558,1682930,REGULAR,SENOR PUPUSAS,,8118 PRESTON HWY,,LOUISVILLE,KY,40219,FOOD SERVICE,2022-06-28,81,C,SENOR PUPUSAS,,9658
92029,1720610,REGULAR,WHITE CASTLE,,2350 GREENE WAY,,LOUISVILLE,KY,40220,FOOD SERVICE,2022-12-02,81,C,WHITE CASTLE,,4102
111691,1679675,REGULAR,MORNING FORK,,1722 FRANKFORT AVE,,LOUISVILLE,KY,40206,FOOD SERVICE,2022-06-15,81,C,MORNING FORK,,8006
116087,1694005,REGULAR,22ND FOOD MART,,2200 W MARKET ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022-08-12,81,,22ND FOOD MART,,9637
107692,1714901,REGULAR,FAMILY TIES,,1030 CECIL AVE,,LOUISVILLE,KY,40211,FOOD SERVICE,2022-11-04,81,C,FAMILY TIES,,7045
104491,1685812,REGULAR,5 STAR HALAL MARKET,,310 W WOODLAWN AVE,,LOUISVILLE,KY,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022-07-12,81,C,5 STAR HALAL MARKET,,6089
80286,1683955,REGULAR,GERSTLE'S,,3801 FRANKFORT AVE,,LOUISVILLE,KY,40207,FOOD SERVICE,2022-07-01,81,C,GERSTLE'S,,2975
111950,1716314,REGULAR,GORDON BIERSCH BREWING CO.,,400 S 4TH ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2022-11-11,81,C,GORDON BIERSCH BREWING CO.,,8165
113094,1704934,REGULAR,EL TACO RANCHERO,,5015 POPLAR LEVEL RD,,LOUISVILLE,KY,40219,FOOD SERVICE,2022-09-29,82,C,EL TACO RANCHERO,,8794
103564,1714374,REGULAR,LANDMARK OF LOUISVILLE,,1155 EASTERN PKWY,,LOUISVILLE,KY,40217,FOOD SERVICE (HOSPITAL / NURSING HOME,2022-11-02,82,C,LANDMARK OF LOUISVILLE,,5950
112527,1726662,REGULAR,KING BUFFET,,3020 BARDSTOWN RD,,LOUISVILLE,KY,40205,FOOD SERVICE,2023-01-04,82,C,KING BUFFET,,8748
89726,1678036,REGULAR,MARTINI ITALIAN BISTRO,,4021 SUMMIT PLAZA DR,,LOUISVILLE,KY,40241,FOOD SERVICE,2022-06-08,82,C,MARTINI ITALIAN BISTRO,,3964
114125,1696860,REGULAR,HAVANAS COFFEE EXPRESS,,4801 OUTER LOOP STE FC2,,LOUISVILLE,KY,40219,FOOD SERVICE,2022-08-25,82,C,HAVANAS COFFEE EXPRESS,,9026
116093,1737190,REGULAR,3 BROTHERS FOOD MARKET,,4132 W BROADWAY,,LOUISVILLE,KY,40211,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023-02-23,82,C,3 BROTHERS FOOD MARKET,,9736
66448,1726372,REGULAR,JADE GARDEN,,4801 OUTER LOOP,,LOUISVILLE,KY,40219,FOOD SERVICE,2023-01-03,82,C,JADE GARDEN,,2039
114130,1726663,REGULAR,DARLINGS,,1765 BARDSTOWN RD,,LOUISVILLE,KY,40205,FOOD SERVICE,2023-01-04,82,C,DARLINGS,,9087
117631,1751156,SURVEY,MARKET ZONE,,118 S 26TH ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023-04-26,82,,MARKET ZONE,,10820
93222,1749947,REGULAR,HAVANA RUMBA EXPRESS,,2210 BARDSTOWN RD,,LOUISVILLE,KY,40205,FOOD SERVICE,2023-04-21,82,C,HAVANA RUMBA EXPRESS,,4152
113094,1704887,REGULAR,EL TACO RANCHERO,,5015 POPLAR LEVEL RD,,LOUISVILLE,KY,40219,FOOD SERVICE,2022-09-29,82,C,EL TACO RANCHERO,,8792
105749,1735416,REGULAR,FAIRDALE VALERO,,1101 FAIRDALE RD,,FAIRDALE,KY,40118,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023-02-14,83,C,FAIRDALE VALERO,,6146
110262,1752834,REGULAR,HAPPY DRAGON,,2600 W BROADWAY,,LOUISVILLE,KY,40211,FOOD SERVICE,2023-05-02,83,C,HAPPY DRAGON,,7622
107594,1720438,REGULAR,WENDYS,,4259 OUTER LOOP,,LOUISVILLE,KY,40219,FOOD SERVICE,2022-12-01,83,C,WENDYS,,6663
111517,1680695,REGULAR,TACO RICO,,,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2022-06-16,83,C,TACO RICO,,8126
94642,1726148,REGULAR,JOY LUCK ASIAN CUISINE,,1285 BARDSTOWN RD,,LOUISVILLE,KY,40204,FOOD SERVICE,2022-12-29,83,C,JOY LUCK ASIAN CUISINE,,4380
116872,1721898,REGULAR,VIRTUE BAR & LOUNGE,,1971 BROWNSBORO RD,,LOUISVILLE,KY,40206,FOOD SERVICE,2022-12-07,83,C,VIRTUE BAR & LOUNGE,,10691
113850,1713867,REGULAR,JUMBO BUFFET,,2731 S HURSTBOURNE PKWY,,LOUISVILLE,KY,40299,FOOD SERVICE,2022-11-01,83,C,JUMBO BUFFET,,8852
115791,1710250,REGULAR,TONI'S KITCHEN,,,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2022-10-18,83,C,TONI'S KITCHEN,,9843
62575,1684328,REGULAR,WHITE CASTLE #30,,2711 FERN VALLEY RD,,LOUISVILLE,KY,40213,FOOD SERVICE,2022-07-05,83,C,WHITE CASTLE #30,,1604
115433,1689099,REGULAR,SHACK IN THE BACK BBQ,,10706 MANSLICK RD,,FAIRDALE,KY,40118,FOOD SERVICE,2022-07-26,83,C,SHACK IN THE BACK BBQ,,9848
66097,1735981,REGULAR,PLACE FOR KIDS,,7100 PRESTON HWY,,LOUISVILLE,KY,40219,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023-02-17,83,C,PLACE FOR KIDS,,2378
112001,1676189,REGULAR,VON SUBS,,6006 SHEPHERDSVILLE RD,,LOUISVILLE,KY,40228,FOOD SERVICE,2022-06-01,83,C,VON SUBS,,8318
112734,1692686,REGULAR,MCDONALD'S #7110,,2720 W BROADWAY,,LOUISVILLE,KY,40211,FOOD SERVICE,2022-08-08,83,C,MCDONALD'S #7110,,8524
85040,1758242,REGULAR,WAFFLE HOUSE #174,,2805 FERN VALLEY RD,,LOUISVILLE,KY,40213,FOOD SERVICE,2023-05-24,83,C,WAFFLE HOUSE #174,,3356
35038,1720078,REGULAR,STRIKE & SPARE FAMILY FUN CENTER,,6220 SHEPHERDSVILLE RD,,LOUISVILLE,KY,40228,FOOD SERVICE,2022-11-30,83,C,STRIKE & SPARE FAMILY FUN CENTER,,1056
88197,1696201,REGULAR,ANNIE'S PIZZA,,4771 CANE RUN RD,,LOUISVILLE,KY,40216,FOOD SERVICE,2022-08-23,83,C,ANNIE'S PIZZA,,3241
61832,1734372,REGULAR,WHITE CASTLE #29,,4108 OUTER LOOP,,LOUISVILLE,KY,40219,FOOD SERVICE,2023-02-09,84,C,WHITE CASTLE #29,,1819
34786,1692628,REGULAR,KINGFISH #2,,3021 UPPER RIVER RD,,LOUISVILLE,KY,40207,FOOD SERVICE,2022-08-08,84,C,KINGFISH #2,,826
84636,1723390,COMPLAINT,OSAKA JAPANESE RESTAURANT,,426 W MARKET ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2022-12-13,84,,OSAKA JAPANESE RESTAURANT,,2817
102651,1758585,REGULAR,FARIS,,10231 BLUE LICK RD,,LOUISVILLE,KY,40229,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023-05-25,84,C,FARIS,,5860
113965,1723011,REGULAR,FARMBOY MARKET,,1800 W OAK ST,,LOUISVILLE,KY,40210,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022-12-12,84,C,FARMBOY MARKET,,8821
114524,1701526,REGULAR,4TH & CENTRAL FOOD MART,,3004 S 4TH ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022-09-14,84,C,4TH & CENTRAL FOOD MART,,9429
96849,1752347,REGULAR,SUBWAY,,533 N 22ND ST,,LOUISVILLE,KY,40212,FOOD SERVICE,2023-05-01,84,C,SUBWAY,,4683
68306,1718950,REGULAR,PAPA JOHN'S #200,,2111 W BROADWAY,,LOUISVILLE,KY,40202,FOOD SERVICE,2022-11-23,84,C,PAPA JOHN'S #200,,2387
67516,1731151,REGULAR,NORD'S BAKERY,,2118 S PRESTON ST,,LOUISVILLE,KY,40217,RETAIL BAKERY,2023-01-25,84,,NORD'S BAKERY,,2223
111258,1751158,REGULAR,PIZZA HUT #036954,,2733 W BROADWAY,,LOUISVILLE,KY,40211,FOOD SERVICE,2023-04-26,84,C,PIZZA HUT #036954,,8219
96702,1748757,REGULAR,ALI'S FOOD MART,,1444 DIXIE HWY,,LOUISVILLE,KY,40210,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023-04-17,84,C,ALI'S FOOD MART,,4403
107587,1677506,REGULAR,WENDYS,,4312 CANE RUN RD,,LOUISVILLE,KY,40216,FOOD SERVICE,2022-06-07,84,C,WENDYS,,6538
113991,1681391,REGULAR,MASHALLAH AFRICAN RESTAURANT,,5019 POPLAR LEVEL RD,,LOUISVILLE,KY,40219,FOOD SERVICE,2022-06-22,85,C,MASHALLAH AFRICAN RESTAURANT,,9036
115319,1676630,REGULAR,WAGNER'S TRACK KITCHEN,,3716 OAKDALE AVE,,LOUISVILLE,KY,40214,FOOD SERVICE,2022-06-02,85,C,WAGNER'S TRACK KITCHEN,,9495
33863,1696250,REGULAR,BACK DOOR,,1250 BARDSTOWN RD STE 7,,LOUISVILLE,KY,40204,FOOD SERVICE,2022-08-23,85,C,BACK DOOR,,596
34003,1719545,REGULAR,HEALING PLACE,,1020 W MARKET ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2022-11-29,85,C,HEALING PLACE,,441
110185,1752395,REGULAR,BEEF O'BRADY'S,,5628 BARDSTOWN RD,,LOUISVILLE,KY,40291,FOOD SERVICE,2023-05-01,85,C,BEEF O'BRADY'S,,7879
111953,1709914,REGULAR,STORMING CRAB,,4809 OUTER LOOP,,LOUISVILLE,KY,40219,FOOD SERVICE,2022-10-14,85,C,STORMING CRAB,,8192
84757,1714614,REGULAR,MI CASITA ON 4TH,,520 S 4TH ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2022-11-03,85,C,MI CASITA ON 4TH,,2838
97208,1698622,REGULAR,SUPERMERCADO GUANAJUATO #2,,6201 PRESTON HWY,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,001 SQ FT OR OVER",2022-09-01,85,C,SUPERMERCADO GUANAJUATO #2,,4661
112162,1726726,REGULAR,MARATHON,,4243 PRESTON HWY STE A,,LOUISVILLE,KY,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023-01-04,85,C,MARATHON,,8358
34899,1719605,REGULAR,BOB EVANS #51,,9797 BLAIRWOOD RD,,LOUISVILLE,KY,40222,FOOD SERVICE,2022-11-29,85,C,BOB EVANS #51,,1024
69809,1696111,REGULAR,EL NOPAL,,5444 NEW CUT RD,,LOUISVILLE,KY,40214,FOOD SERVICE,2022-08-23,85,C,EL NOPAL,,2241
111186,1732488,REGULAR,ZAM ZAM COFFEE,,1808 BERRY BLVD,,LOUISVILLE,KY,40215,FOOD SERVICE,2023-01-31,85,C,ZAM ZAM COFFEE,,8272
116867,1757987,REGULAR,CAFE 360 & MANTRA LOUNGE,,1582 BARDSTOWN RD,,LOUISVILLE,KY,40205,FOOD SERVICE,2023-05-23,85,C,CAFE 360 & MANTRA LOUNGE,,10588
89918,1742628,REGULAR,LA CHAPINLANDIA,,1209 MCCAWLEY RD,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023-03-20,85,,LA CHAPINLANDIA,,3810
79587,1685183,REGULAR,VIET HOA FOOD MARKET,,7100 PRESTON HWY,,LOUISVILLE,KY,40219,SUPERMARKET WITH PROCESSING,2022-07-07,85,,VIET HOA FOOD MARKET,,3097
111258,1714571,REGULAR,PIZZA HUT #036954,,2733 W BROADWAY,,LOUISVILLE,KY,40211,FOOD SERVICE,2022-11-02,85,C,PIZZA HUT #036954,,8266
111847,1747141,REGULAR,LA BELLA AIROSA,,8106 PRESTON HWY STE 5,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023-04-10,85,C,LA BELLA AIROSA,,8232
116398,1737619,REGULAR,SUGA SHANE LEARNING CENTER #2,,1804 W OAK ST,,LOUISVILLE,KY,40211,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023-02-24,86,C,SUGA SHANE LEARNING CENTER #2,,10095
115327,1723079,REGULAR,GUATELINDA TAQUERIA,,5049 POPLAR LEVEL RD,,LOUISVILLE,KY,40219,FOOD SERVICE,2022-12-09,86,C,GUATELINDA TAQUERIA,,9533
100532,1711761,REGULAR,GLEN OAKS COUNTRY CLUB,,10601 WORTHINGTON LN,,PROSPECT,KY,40059,FOOD SERVICE,2022-10-24,86,C,GLEN OAKS COUNTRY CLUB,,5570
110003,1721924,REGULAR,GREAT FLOOD BREWING COMPANY,,12717 SHELBYVILLE RD,,LOUISVILLE,KY,40243,FOOD SERVICE,2022-12-07,86,C,GREAT FLOOD BREWING COMPANY,,7825
115228,1688831,REGULAR,TAQUERO MUCHO,,5700 OUTER LOOP,,LOUISVILLE,KY,40219,FOOD SERVICE,2022-07-25,86,C,TAQUERO MUCHO,,9473
92879,1715478,REGULAR,NOWHERE BAR LOUISVILLE,,1133 BARDSTOWN RD,,LOUISVILLE,KY,40204,FOOD SERVICE,2022-11-08,86,C,NOWHERE BAR LOUISVILLE,,4162
81788,1708195,REGULAR,WINGS STATION,,2119 CRUMS LN,,LOUISVILLE,KY,40216,FOOD SERVICE,2022-10-11,86,A,WINGS STATION,,3010
103209,1705629,REGULAR,BODEGA MI SUENO,,3646 MALL RD,,LOUISVILLE,KY,40218,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022-10-03,86,C,BODEGA MI SUENO,,5863
98534,1709286,REGULAR,ASIAN HOUSE,,9707 DIXIE HWY,,LOUISVILLE,KY,40272,FOOD SERVICE,2022-10-14,86,C,ASIAN HOUSE,,4835
90826,1676615,REGULAR,BURGER KING #891,,11300 PRESTON HWY,,LOUISVILLE,KY,40229,FOOD SERVICE,2022-06-02,86,C,BURGER KING #891,,3910
86626,1728759,REGULAR,ADDIS BAR & GRILL,,109 S 4TH ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2023-01-13,86,C,ADDIS BAR & GRILL,,3402
53131,1757516,REGULAR,PAPA JOHN'S #17,,3948 TAYLORSVILLE RD,,LOUISVILLE,KY,40220,FOOD SERVICE,2023-05-22,86,C,PAPA JOHN'S #17,,1395
82537,1748117,REGULAR,FRANCO'S RESTAURANT,,3300 DIXIE HWY,,LOUISVILLE,KY,40216,FOOD SERVICE,2023-04-13,86,C,FRANCO'S RESTAURANT,,3003
33055,1693290,REGULAR,STOOGES,,7123 GRADE LN,,LOUISVILLE,KY,40213,FOOD SERVICE,2022-08-10,86,C,STOOGES,,484
66448,1676969,REGULAR,JADE GARDEN,,4801 OUTER LOOP,,LOUISVILLE,KY,40219,FOOD SERVICE,2022-06-03,86,C,JADE GARDEN,,2032
107045,1719519,REGULAR,SYCAMORE HEIGHTS REHAB,,2141 SYCAMORE AVE,,LOUISVILLE,KY,40206,FOOD SERVICE (HOSPITAL / NURSING HOME,2022-11-29,86,C,SYCAMORE HEIGHTS REHAB,,6428
101126,1678482,REGULAR,SUE'S TOUCH OF COUNTRY,,2605 ROCKFORD LN,,LOUISVILLE,KY,40216,FOOD SERVICE,2022-06-09,86,C,SUE'S TOUCH OF COUNTRY,,5392
36536,1715118,REGULAR,SPEEDWAY #9662,,4300 CRITTENDEN DR,,LOUISVILLE,KY,40209,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022-11-07,87,C,SPEEDWAY #9662,,957
34811,1744503,REGULAR,LEE'S RESTAURANT,,1941 BISHOP LN STE107,,LOUISVILLE,KY,40218,FOOD SERVICE,2023-03-27,87,C,LEE'S RESTAURANT,,849
107585,1753912,REGULAR,WENDYS,,3610 BUECHEL BYPASS,,LOUISVILLE,KY,40218,FOOD SERVICE,2023-05-08,87,C,WENDYS,,6492
94442,1684560,REGULAR,ESPERANZA GROCERY LLC,,4761 DIXIE HWY,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022-07-06,87,,ESPERANZA GROCERY LLC,,4169
105791,1751573,REGULAR,LEMONGRASS RESTAURANT & MARKET,,2956 RICHLAND AVE,,LOUISVILLE,KY,40220,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023-04-27,87,C,LEMONGRASS RESTAURANT & MARKET,,6222
115433,1691016,FOLLOWUP,SHACK IN THE BACK BBQ,,10706 MANSLICK RD,,FAIRDALE,KY,40118,FOOD SERVICE,2022-08-02,87,C,SHACK IN THE BACK BBQ,,9842
57205,1703994,COMPLAINT,EL RODEO MEXICAN RESTAURANT,,5204 ELZIE RD,,LOUISVILLE,KY,40258,FOOD SERVICE,2022-09-26,87,,EL RODEO MEXICAN RESTAURANT,,1766
74258,1696536,REGULAR,CUBA FOOD MART,,5422 NEW CUT RD,,LOUISVILLE,KY,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022-08-24,87,C,CUBA FOOD MART,,2413
111950,1746749,REGULAR,GORDON BIERSCH BREWING CO.,,400 S 4TH ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2023-04-06,87,C,GORDON BIERSCH BREWING CO.,,8074
84839,1718221,REGULAR,COMMUNITY TRANSITIONAL SERVICES,,1407 W JEFFERSON ST,,LOUISVILLE,KY,40203,FOOD SERVICE,2022-11-21,87,C,COMMUNITY TRANSITIONAL SERVICES,,2844
114656,1758590,REGULAR,A TODA MADRE COMIDA URBANA MEXICANA,,,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2023-05-25,87,C,A TODA MADRE COMIDA URBANA MEXICANA,,9346
101217,1721524,REGULAR,SANDI'S KITCHEN,,5300 CANE RUN RD,,LOUISVILLE,KY,40258,FOOD SERVICE,2022-12-06,87,C,SANDI'S KITCHEN,,5257
32754,1732664,REGULAR,CENTRAL HIGH SCHOOL,,1130 W CHESTNUT ST,,LOUISVILLE,KY,40203,SCHOOL CAFETERIA OR FOOD SERVICE,2023-02-01,87,C,CENTRAL HIGH SCHOOL,,744
106548,1698104,REGULAR,LA TORTA LOCA,,5213 PRESTON HWY,,LOUISVILLE,KY,40213,FOOD SERVICE,2022-08-31,87,C,LA TORTA LOCA,,6693
108993,1726410,REGULAR,HARDEE'S #1506356,,11201 OSCAR RD,,LOUISVILLE,KY,40241,FOOD SERVICE,2023-01-03,87,C,HARDEE'S #1506356,,7333
114387,1700710,REGULAR,EL MERCADO,,4602 GREENWOOD RD,,LOUISVILLE,KY,40258,"RETAIL-FOOD  10,001 SQ FT OR OVER",2022-09-12,87,C,EL MERCADO,,8991
34210,1715834,REGULAR,TWIG AND LEAF,,2122 BARDSTOWN RD,,LOUISVILLE,KY,40205,FOOD SERVICE,2022-11-09,87,C,TWIG AND LEAF,,644
111723,1679418,REGULAR,BANAADIR RESTAURANT,,5600 S 3RD ST,,LOUISVILLE,KY,40214,FOOD SERVICE,2022-06-14,88,C,BANAADIR RESTAURANT,,8028
114387,1700711,REGULAR,EL MERCADO,,4602 GREENWOOD RD,,LOUISVILLE,KY,40258,"RETAIL-FOOD  10,001 SQ FT OR OVER",2022-09-12,88,,EL MERCADO,,8998
92375,1738759,REGULAR,CHINA ONE ZHENG,,816 EASTERN PKWY,,LOUISVILLE,KY,40217,FOOD SERVICE,2023-03-01,88,C,CHINA ONE ZHENG,,4019
74258,1696537,REGULAR,CUBA FOOD MART,,5422 NEW CUT RD,,LOUISVILLE,KY,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022-08-24,88,,CUBA FOOD MART,,2414
108008,1701563,REGULAR,MR GATTI'S,,10035 DIXIE HWY,,LOUISVILLE,KY,40272,FOOD SERVICE,2022-09-14,88,C,MR GATTI'S,,7176
110226,1680254,REGULAR,TIM PAGE BBQ,,2922 TAYLOR BLVD,,LOUISVILLE,KY,40208,FOOD SERVICE,2022-06-17,88,C,TIM PAGE BBQ,,7919
33158,1698239,REGULAR,FISH HOUSE,,1310 WINTER AVE,,LOUISVILLE,KY,40204,FOOD SERVICE,2022-08-31,88,A,FISH HOUSE,,755
103698,1752252,REGULAR,MILANTONI,,1600 S HURSTBOURNE PKWY,,LOUISVILLE,KY,40220,FOOD SERVICE,2023-05-01,88,C,MILANTONI,,5997
116242,1708585,REGULAR,HK CONCESSIONS #4,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2022-08-19,88,,HK CONCESSIONS #4,,10331
89764,1730093,REGULAR,FUTURE LEADERS CHILD DEVELOPMENT,,2331 W  MADISON ST,,LOUISVILLE,KY,40211,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023-01-20,88,C,FUTURE LEADERS CHILD DEVELOPMENT,,3990
97208,1698623,REGULAR,SUPERMERCADO GUANAJUATO #2,,6201 PRESTON HWY,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,001 SQ FT OR OVER",2022-09-01,88,,SUPERMERCADO GUANAJUATO #2,,4662
109775,1703865,REGULAR,DALAT'S GATEAUX & CAFE,,6915 SOUTHSIDE DR,,LOUISVILLE,KY,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022-09-26,88,C,DALAT'S GATEAUX & CAFE,,7669
34814,1711841,REGULAR,WAFFLE HOUSE #179,,4320 BISHOP LN,,LOUISVILLE,KY,40218,FOOD SERVICE,2022-10-24,88,C,WAFFLE HOUSE #179,,854
105793,1698392,REGULAR,YOKI BUFFET,,1700 ALLIANT AVE,,LOUISVILLE,KY,40299,FOOD SERVICE,2022-08-31,88,C,YOKI BUFFET,,6227
101768,1685968,REGULAR,DAKSHIN EXPRESS,,,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2022-07-13,88,C,DAKSHIN EXPRESS,,5549
106513,1726996,REGULAR,GALAN'S MEAT MARKET & DELI,,2801 W MARKET ST,,LOUISVILLE,KY,40212,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023-01-05,88,C,GALAN'S MEAT MARKET & DELI,,6485
84451,1690278,REGULAR,SPORTS BAR INN GRILLE,,6551 PARAMOUNT PARK DR,,LOUISVILLE,KY,40213,FOOD SERVICE,2022-07-29,88,C,SPORTS BAR INN GRILLE,,3117
96702,1748758,REGULAR,ALI'S FOOD MART,,1444 DIXIE HWY,,LOUISVILLE,KY,40210,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023-04-17,88,,ALI'S FOOD MART,,4405
